OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0009148,27-06-2021,CUST017541,Anjali Patel,P00027,Winter Jacket,Electronics,UrbanStyle,1,52.36,0.05,2.49,12.03,64.26,Net Banking,Returned,Washington,DC,United States,SELL00792
ORD0009165,29-11-2022,CUST006361,Pooja Reddy,P00037,Router,Clothing,CoreTech,4,276.95,0,132.94,4.35,1245.09,Credit Card,Returned,Columbus,OH,United States,SELL01118
ORD0009184,14-06-2023,CUST044328,Arjun Patel,P00011,Fitness Band,Toys & Games,FitLife,5,529.89,0,476.9,1.81,3128.16,UPI,Returned,San Antonio,TX,United States,SELL01875
ORD0009191,26-09-2021,CUST033932,Mohit Patel,P00005,Laptop Sleeve,Toys & Games,UrbanStyle,1,219.15,0.05,10.41,10.26,228.86,Credit Card,Returned,Austin,TX,United States,SELL00176
ORD0009208,18-12-2020,CUST029054,Mohit Gupta,P00038,External HDD 2TB,Clothing,NexPro,5,376,0.15,127.84,11.55,1737.39,Amazon Pay,Returned,Dallas,TX,United States,SELL01438
ORD0009242,02-09-2024,CUST023619,Aarav Sharma,P00001,Wireless Earbuds,Electronics,Zenith,4,491.79,0.05,149.5,10.74,2029.04,Net Banking,Returned,San Antonio,TX,United States,SELL01725
ORD0009271,13-03-2024,CUST026730,Aman Singh,P00048,Wireless Charger,Home & Kitchen,Apex,1,215.3,0.05,24.54,3.73,232.8,UPI,Returned,Austin,TX,United Kingdom,SELL01781
ORD0009361,09-12-2023,CUST011276,Sahil Kumar,P00019,LED Desk Lamp,Electronics,BrightLux,5,446.55,0,267.93,7.93,2508.61,Credit Card,Returned,Fort Worth,TX,United States,SELL01534
ORD0009382,17-05-2022,CUST001701,Aarav Reddy,P00006,Gaming Mouse,Electronics,UrbanStyle,5,533.36,0,0,7.09,2673.89,Amazon Pay,Returned,Austin,TX,United States,SELL01605
ORD0009467,02-04-2024,CUST023117,Karan Gupta,P00020,Office Chair,Books,CoreTech,3,159.55,0,38.29,3.8,520.74,UPI,Returned,San Jose,CA,United States,SELL01977
ORD0009512,06-11-2022,CUST042507,Simran Verma,P00007,Mechanical Keyboard,Home & Kitchen,HomeEase,5,533.64,0.05,0,7.41,2542.2,Net Banking,Returned,Charlotte,NC,United States,SELL01575
ORD0009518,03-09-2021,CUST045855,Anjali Kapoor,P00007,Mechanical Keyboard,Sports & Outdoors,KiddoFun,3,246.5,0.25,99.83,1.76,656.22,Net Banking,Returned,Washington,DC,United States,SELL01908
ORD0009521,16-04-2022,CUST024872,Sahil Kapoor,P00004,USB-C Charger,Electronics,Apex,1,544.15,0,43.53,0.24,587.92,Debit Card,Returned,Denver,CO,United States,SELL00757
ORD0009536,14-07-2020,CUST041406,Aman Reddy,P00030,Dress Shirt,Clothing,Zenith,3,303.03,0.15,61.82,12.15,846.7,UPI,Returned,Los Angeles,CA,India,SELL01692
ORD0009558,08-09-2020,CUST025556,Neha Singh,P00007,Mechanical Keyboard,Clothing,ReadMore,3,404.77,0,97.14,9.02,1320.47,Debit Card,Returned,San Diego,CA,United States,SELL01197
ORD0009575,25-03-2024,CUST013264,Anjali Patel,P00027,Winter Jacket,Clothing,Apex,3,171.09,0.15,52.35,8,496.63,Net Banking,Returned,San Antonio,TX,Australia,SELL00889
ORD0009577,13-01-2021,CUST049601,Mohit Reddy,P00044,Power Bank 20000mAh,Home & Kitchen,ReadMore,3,234.37,0.25,42.19,14.71,584.23,UPI,Returned,Columbus,OH,United States,SELL00272
ORD0009634,04-08-2020,CUST031206,Karan Joshi,P00032,Board Game,Books,CoreTech,2,355.52,0.2,68.26,0.31,637.4,Debit Card,Returned,San Diego,CA,India,SELL00513
ORD0009638,06-10-2023,CUST042286,Vihaan Gupta,P00005,Laptop Sleeve,Books,CoreTech,1,97.74,0.2,6.26,9.06,93.51,Net Banking,Returned,Columbus,OH,United States,SELL01745
ORD0009674,06-01-2023,CUST040529,Vivaan Sharma,P00046,Car Charger,Books,HomeEase,2,579.91,0.05,88.15,4.61,1194.59,Net Banking,Returned,Dallas,TX,United States,SELL01808
ORD0009703,17-12-2021,CUST007561,Mohit Reddy,P00043,HDMI Cable 2m,Books,FitLife,3,363.38,0.05,82.85,9.61,1128.09,Credit Card,Returned,Washington,DC,United States,SELL01998
ORD0009797,30-01-2021,CUST017247,Sneha Reddy,P00049,Children's Book,Books,NexPro,2,526.1,0.05,79.97,9.51,1089.07,UPI,Returned,Charlotte,NC,United States,SELL00054
ORD0009816,18-02-2020,CUST022408,Kabir Kumar,P00050,Novel Bestseller,Electronics,FitLife,3,501.84,0,180.66,9.1,1695.28,Debit Card,Returned,Denver,CO,United States,SELL01062
ORD0009849,11-11-2021,CUST030142,Priya Singh,P00001,Wireless Earbuds,Electronics,HomeEase,5,394.27,0,98.57,7.07,2076.99,UPI,Returned,Columbus,OH,United States,SELL01887
ORD0009851,30-10-2023,CUST039151,Priya Sharma,P00017,Electric Kettle,Sports & Outdoors,UrbanStyle,5,34.45,0,20.67,8.69,201.61,UPI,Returned,Los Angeles,CA,United Kingdom,SELL00773
ORD0009858,27-04-2023,CUST031392,Sunita Singh,P00033,Puzzle 1000pc,Home & Kitchen,Zenith,2,515.01,0.05,176.13,14.9,1169.55,Debit Card,Returned,Denver,CO,United States,SELL01573
ORD0009905,25-08-2021,CUST005821,Vikas Joshi,P00041,Webcam Full HD,Sports & Outdoors,Zenith,2,151.85,0,24.3,7.07,335.07,Credit Card,Returned,San Diego,CA,United States,SELL00563
ORD0009928,17-08-2022,CUST029191,Vihaan Singh,P00013,Action Camera,Books,KiddoFun,2,340.73,0,81.78,13.14,776.38,Debit Card,Returned,Dallas,TX,Canada,SELL01494
ORD0009952,05-08-2020,CUST010748,Aarav Kumar,P00023,Cookware Set,Clothing,UrbanStyle,5,33.32,0.2,23.99,7.21,164.48,Credit Card,Returned,Washington,DC,United States,SELL00116
ORD0009978,28-05-2020,CUST022728,Sahil Verma,P00007,Mechanical Keyboard,Sports & Outdoors,KiddoFun,5,360.68,0,216.41,4.54,2024.35,Cash on Delivery,Returned,Austin,TX,Australia,SELL01992
ORD0010019,04-06-2022,CUST034152,Karan Sharma,P00040,Microphone,Home & Kitchen,UrbanStyle,2,508.69,0.05,48.33,10.59,1025.43,Debit Card,Returned,Los Angeles,CA,United States,SELL01241
ORD0010064,20-12-2023,CUST042893,Sneha Verma,P00035,Desk Plant,Electronics,KiddoFun,4,93.67,0,18.73,14.78,408.19,Net Banking,Returned,San Jose,CA,United States,SELL00962
ORD0010090,17-05-2023,CUST047719,Vihaan Mehta,P00030,Dress Shirt,Clothing,KiddoFun,1,435.2,0.15,29.59,9.66,409.17,Debit Card,Returned,New York,NY,United States,SELL01350
ORD0010120,18-07-2023,CUST048713,Vivaan Gupta,P00008,4K Monitor,Sports & Outdoors,HomeEase,5,128.4,0,0,12.03,654.03,Net Banking,Returned,Jacksonville,FL,United States,SELL01883
ORD0010147,09-06-2020,CUST046023,Aman Verma,P00007,Mechanical Keyboard,Sports & Outdoors,CoreTech,3,319.25,0.15,97.69,2.62,914.4,Cash on Delivery,Returned,San Francisco,CA,United States,SELL01741
ORD0010156,10-07-2024,CUST019822,Sahil Joshi,P00013,Action Camera,Electronics,FitLife,3,109.71,0.05,37.52,10,360.19,Amazon Pay,Returned,Charlotte,NC,United States,SELL01696
ORD0010161,21-10-2022,CUST028034,Ritika Gupta,P00030,Dress Shirt,Electronics,Apex,5,276.98,0.05,157.88,4.21,1477.74,Credit Card,Returned,San Jose,CA,United States,SELL01256
ORD0010197,10-11-2022,CUST036710,Aarav Gupta,P00025,Running Shoes,Toys & Games,FitLife,1,24.18,0,2.9,6.19,33.27,Credit Card,Returned,Jacksonville,FL,Canada,SELL00879
ORD0010232,05-06-2024,CUST007254,Sahil Reddy,P00022,Water Bottle,Clothing,FitLife,4,215.79,0,103.58,2.57,969.31,Debit Card,Returned,Charlotte,NC,India,SELL01361
ORD0010246,02-01-2023,CUST038555,Pooja Singh,P00036,Smart Light Bulb,Toys & Games,Zenith,3,324.47,0.05,73.98,0.73,999.45,Amazon Pay,Returned,Dallas,TX,United States,SELL01723
ORD0010254,09-04-2020,CUST019579,Vikas Kapoor,P00010,Smartwatch,Electronics,NexPro,4,338.78,0.15,207.33,1.38,1360.56,UPI,Returned,San Jose,CA,United States,SELL01132
ORD0010306,15-07-2022,CUST015252,Pooja Gupta,P00026,Sunglasses,Sports & Outdoors,UrbanStyle,4,451.22,0,90.24,1.5,1896.62,Credit Card,Returned,Philadelphia,PA,United States,SELL00448
ORD0010408,07-10-2020,CUST035608,Priya Reddy,P00011,Fitness Band,Home & Kitchen,KiddoFun,5,400.94,0,240.56,5.51,2250.77,UPI,Returned,Denver,CO,United States,SELL01853
ORD0010457,13-03-2023,CUST045788,Neha Patel,P00008,4K Monitor,Home & Kitchen,CoreTech,5,406.22,0.2,292.48,9.9,1927.26,Credit Card,Returned,Phoenix,AZ,United States,SELL01422
ORD0010465,24-10-2023,CUST007777,Neha Sharma,P00050,Novel Bestseller,Home & Kitchen,HomeEase,3,120.62,0,65.13,6.14,433.13,UPI,Returned,Columbus,OH,United States,SELL01155
ORD0010466,07-10-2021,CUST042077,Anjali Mehta,P00016,Air Fryer,Home & Kitchen,KiddoFun,3,33.17,0.1,7.16,5.96,102.68,Debit Card,Returned,Fort Worth,TX,India,SELL00174
ORD0010534,30-04-2020,CUST039458,Kabir Mehta,P00048,Wireless Charger,Books,NexPro,1,138.16,0,6.91,13.64,158.71,Net Banking,Returned,Dallas,TX,United States,SELL00853
ORD0010545,28-11-2020,CUST037247,Vivaan Mehta,P00013,Action Camera,Books,HomeEase,5,448.58,0.1,100.93,10.29,2129.83,Credit Card,Returned,Philadelphia,PA,India,SELL00325
ORD0010559,29-01-2020,CUST029022,Pooja Sharma,P00013,Action Camera,Clothing,BrightLux,3,151.06,0.05,34.44,6.78,471.74,Credit Card,Returned,Houston,TX,United States,SELL01622
ORD0010615,14-11-2024,CUST002266,Vikas Singh,P00023,Cookware Set,Sports & Outdoors,CoreTech,4,144.68,0,104.17,10.58,693.47,Credit Card,Returned,Dallas,TX,United States,SELL01623
ORD0010668,14-07-2024,CUST005013,Vivaan Kapoor,P00023,Cookware Set,Clothing,Zenith,3,514.08,0.25,92.53,6.24,1255.45,Credit Card,Returned,Washington,DC,India,SELL01981
ORD0010687,17-09-2020,CUST032734,Ritika Kapoor,P00034,Desk Organizer,Sports & Outdoors,Zenith,1,534.65,0,64.16,5.1,603.91,Credit Card,Returned,San Francisco,CA,United States,SELL01299
ORD0010693,21-01-2021,CUST013011,Arjun Joshi,P00025,Running Shoes,Clothing,NexPro,2,23.47,0,3.76,6.84,57.54,Credit Card,Returned,Phoenix,AZ,Canada,SELL00181
ORD0010763,04-02-2021,CUST014376,Arjun Reddy,P00038,External HDD 2TB,Toys & Games,NexPro,4,145.63,0,104.85,3.31,690.68,Debit Card,Returned,San Francisco,CA,United States,SELL00396
ORD0010824,13-12-2024,CUST020601,Pooja Singh,P00038,External HDD 2TB,Books,Apex,4,236.94,0.05,108.04,5.5,1013.91,Cash on Delivery,Returned,Columbus,OH,United States,SELL01874
ORD0010838,12-04-2020,CUST033824,Simran Singh,P00033,Puzzle 1000pc,Electronics,BrightLux,2,175.94,0,42.23,5.71,399.82,Debit Card,Returned,San Francisco,CA,India,SELL01208
ORD0010917,22-01-2021,CUST035594,Arjun Kapoor,P00017,Electric Kettle,Home & Kitchen,CoreTech,4,14.17,0.05,2.69,4.57,61.11,Amazon Pay,Returned,San Antonio,TX,United States,SELL01523
ORD0010935,14-03-2021,CUST018636,Vihaan Mehta,P00004,USB-C Charger,Toys & Games,UrbanStyle,5,20.47,0,8.19,7.59,118.13,Amazon Pay,Returned,Denver,CO,Australia,SELL01968
ORD0010959,14-01-2023,CUST013353,Kabir Singh,P00015,Instant Pot,Books,FitLife,1,426.14,0.2,40.91,8.71,390.53,Credit Card,Returned,Fort Worth,TX,United States,SELL00973
ORD0010967,28-12-2022,CUST019334,Vivaan Joshi,P00035,Desk Plant,Clothing,UrbanStyle,1,256.16,0.1,27.67,10.03,268.24,Credit Card,Returned,Austin,TX,United States,SELL01583
ORD0011006,02-10-2022,CUST020155,Aditya Verma,P00018,Vacuum Cleaner,Books,NexPro,4,117.02,0,84.25,0.67,553,Debit Card,Returned,Seattle,WA,United States,SELL01530
ORD0011026,09-07-2021,CUST029743,Vikas Patel,P00023,Cookware Set,Sports & Outdoors,KiddoFun,3,278.85,0.25,50.19,8.62,686.22,Debit Card,Returned,Seattle,WA,United States,SELL00746
ORD0011090,25-05-2022,CUST049243,Aarav Singh,P00047,Memory Card 128GB,Electronics,BrightLux,2,519.45,0.1,74.8,5.36,1015.17,Credit Card,Returned,Los Angeles,CA,United States,SELL01325
ORD0011113,30-11-2022,CUST046953,Aditya Verma,P00003,Smartphone Case,Electronics,UrbanStyle,2,414.51,0.15,84.56,14.61,803.84,UPI,Returned,Chicago,IL,United States,SELL01659
ORD0011134,10-10-2020,CUST002921,Karan Kumar,P00031,Kids Toy Car,Home & Kitchen,CoreTech,3,351.67,0,52.75,10.56,1118.32,Credit Card,Returned,San Diego,CA,United States,SELL00552
ORD0011153,01-02-2022,CUST037722,Anjali Reddy,P00001,Wireless Earbuds,Books,KiddoFun,2,342.95,0,34.3,4.47,724.67,UPI,Returned,Houston,TX,United States,SELL01181
ORD0011168,16-11-2024,CUST042401,Rohit Gupta,P00049,Children's Book,Electronics,FitLife,3,114.31,0,0,9.05,351.98,Credit Card,Returned,Phoenix,AZ,United Kingdom,SELL00912
ORD0011169,19-03-2021,CUST008555,Karan Patel,P00034,Desk Organizer,Home & Kitchen,HomeEase,2,492.79,0.05,74.9,14.57,1025.77,Net Banking,Returned,Austin,TX,India,SELL01617
ORD0011202,12-11-2024,CUST015474,Vivaan Kumar,P00031,Kids Toy Car,Home & Kitchen,FitLife,1,167.09,0,13.37,5.44,185.9,Net Banking,Returned,Philadelphia,PA,India,SELL00079
ORD0011247,24-04-2020,CUST010288,Rohit Gupta,P00026,Sunglasses,Electronics,CoreTech,5,400.78,0.05,152.3,13.09,2069.09,Net Banking,Returned,Denver,CO,United States,SELL01586
ORD0011256,25-03-2024,CUST035261,Anjali Kumar,P00049,Children's Book,Home & Kitchen,Zenith,4,509.04,0,244.34,3.63,2284.13,Net Banking,Returned,Washington,DC,United States,SELL01645
ORD0011299,26-10-2024,CUST010929,Ritika Verma,P00029,T-Shirt,Sports & Outdoors,UrbanStyle,1,142.56,0,17.11,9.92,169.59,Debit Card,Returned,Philadelphia,PA,United States,SELL01945
ORD0011316,01-04-2021,CUST010953,Vikas Singh,P00026,Sunglasses,Clothing,Apex,3,344.55,0.05,117.84,12.25,1112.06,Amazon Pay,Returned,Houston,TX,United States,SELL01190
ORD0011375,20-08-2021,CUST035672,Sunita Kumar,P00040,Microphone,Home & Kitchen,CoreTech,5,34.25,0.2,6.85,0.5,144.35,Credit Card,Returned,New York,NY,United States,SELL00301
ORD0011385,15-06-2023,CUST037686,Sahil Patel,P00010,Smartwatch,Home & Kitchen,ReadMore,3,169.1,0,25.36,6.23,538.89,Credit Card,Returned,Philadelphia,PA,United States,SELL01440
ORD0011392,17-10-2023,CUST044701,Mohit Verma,P00014,Drone Mini,Clothing,UrbanStyle,3,501.85,0.05,114.42,5.08,1549.77,Debit Card,Returned,Charlotte,NC,India,SELL00917
ORD0011404,03-04-2024,CUST000223,Ritika Verma,P00007,Mechanical Keyboard,Home & Kitchen,HomeEase,3,580.65,0,87.1,2.94,1831.99,Credit Card,Returned,Columbus,OH,United States,SELL01764
ORD0011416,17-05-2021,CUST021972,Aman Patel,P00047,Memory Card 128GB,Home & Kitchen,ReadMore,2,440.93,0.3,0,7.13,624.43,Debit Card,Returned,San Diego,CA,India,SELL01425
ORD0011424,05-02-2021,CUST036324,Arjun Mehta,P00017,Electric Kettle,Sports & Outdoors,UrbanStyle,3,307.46,0.1,66.41,2.56,899.11,Credit Card,Returned,Chicago,IL,United States,SELL01321
ORD0011433,13-08-2020,CUST044748,Priya Joshi,P00025,Running Shoes,Home & Kitchen,ReadMore,2,7.47,0,1.79,7.84,24.57,Debit Card,Returned,Fort Worth,TX,United States,SELL01943
ORD0011441,05-04-2020,CUST006759,Ritika Reddy,P00029,T-Shirt,Toys & Games,FitLife,2,398.84,0,63.81,8.41,869.9,Debit Card,Returned,Denver,CO,United States,SELL00471
ORD0011533,16-08-2021,CUST024508,Arjun Kapoor,P00027,Winter Jacket,Toys & Games,FitLife,1,212.65,0,10.63,12.3,235.58,UPI,Returned,Fort Worth,TX,United States,SELL00247
ORD0011572,24-08-2022,CUST026769,Sahil Singh,P00035,Desk Plant,Home & Kitchen,ReadMore,2,470.39,0,0,5.14,945.92,Credit Card,Returned,San Antonio,TX,United States,SELL01563
ORD0011612,15-03-2022,CUST026259,Sneha Gupta,P00022,Water Bottle,Clothing,HomeEase,4,431.91,0.1,0,12.59,1567.47,Amazon Pay,Returned,San Diego,CA,United States,SELL01008
ORD0011654,30-10-2022,CUST011580,Aditya Joshi,P00006,Gaming Mouse,Clothing,Apex,5,110.59,0,0,1.88,554.83,Credit Card,Returned,San Antonio,TX,United States,SELL01203
ORD0011655,01-04-2020,CUST017585,Sneha Singh,P00011,Fitness Band,Clothing,BrightLux,2,598.6,0,95.78,7.33,1300.31,Credit Card,Returned,Philadelphia,PA,United States,SELL00381
ORD0011776,11-06-2024,CUST019727,Vihaan Gupta,P00003,Smartphone Case,Home & Kitchen,Zenith,3,271.25,0.1,131.83,9.19,873.4,Debit Card,Returned,Seattle,WA,India,SELL01784
ORD0011798,06-10-2022,CUST025779,Sahil Mehta,P00023,Cookware Set,Sports & Outdoors,BrightLux,4,38.38,0,27.63,10.03,191.18,UPI,Returned,Washington,DC,United States,SELL00863
ORD0011802,08-08-2023,CUST006245,Anjali Reddy,P00003,Smartphone Case,Electronics,Apex,2,291.23,0.1,26.21,7.02,557.44,Cash on Delivery,Returned,Chicago,IL,United States,SELL01474
ORD0011805,29-12-2024,CUST023756,Anjali Kumar,P00032,Board Game,Books,BrightLux,3,345.87,0,0,9.49,1047.1,Net Banking,Returned,Columbus,OH,United States,SELL01745
ORD0011854,24-12-2022,CUST010157,Neha Singh,P00003,Smartphone Case,Clothing,CoreTech,2,543.5,0,86.96,2.48,1176.44,UPI,Returned,Chicago,IL,Australia,SELL01214
ORD0011870,22-07-2024,CUST006129,Karan Gupta,P00018,Vacuum Cleaner,Books,UrbanStyle,1,95,0,0,8.39,103.39,Debit Card,Returned,Fort Worth,TX,United States,SELL01231
ORD0011911,16-12-2021,CUST020510,Aman Verma,P00012,Noise Cancelling Headphones,Books,KiddoFun,1,182.35,0.05,8.66,2.37,184.26,Net Banking,Returned,Fort Worth,TX,United States,SELL00506
ORD0011920,19-01-2021,CUST031976,Pooja Verma,P00030,Dress Shirt,Toys & Games,Zenith,2,113.22,0.1,24.46,14.12,242.38,Debit Card,Returned,Washington,DC,United States,SELL01342
ORD0011937,03-05-2024,CUST047680,Pooja Gupta,P00010,Smartwatch,Home & Kitchen,HomeEase,4,304.11,0.05,208.01,8.13,1371.76,UPI,Returned,San Jose,CA,United States,SELL00692
ORD0011963,28-03-2021,CUST041976,Vihaan Verma,P00022,Water Bottle,Sports & Outdoors,CoreTech,4,110.7,0,22.14,2.53,467.47,Cash on Delivery,Returned,New York,NY,United States,SELL00115
ORD0011974,30-12-2021,CUST049597,Vivaan Singh,P00038,External HDD 2TB,Books,KiddoFun,2,60.82,0.1,8.76,6.98,125.22,Amazon Pay,Returned,New York,NY,United States,SELL00842
ORD0012046,12-06-2020,CUST021949,Karan Reddy,P00009,Portable SSD 1TB,Electronics,HomeEase,1,239.03,0.25,8.96,4.2,192.43,Debit Card,Returned,Denver,CO,Canada,SELL00291
ORD0012064,01-03-2021,CUST016232,Priya Kapoor,P00018,Vacuum Cleaner,Electronics,Apex,1,504.62,0,25.23,4.71,534.56,Debit Card,Returned,Dallas,TX,India,SELL00564
ORD0012074,24-12-2022,CUST026105,Sahil Gupta,P00024,Yoga Mat,Electronics,HomeEase,5,395.74,0,237.44,12.36,2228.5,Amazon Pay,Returned,Austin,TX,United States,SELL01401
ORD0012113,05-09-2023,CUST002692,Sahil Patel,P00011,Fitness Band,Clothing,FitLife,5,430.6,0,258.36,5.92,2417.28,Debit Card,Returned,Dallas,TX,India,SELL00391
ORD0012115,04-06-2024,CUST013454,Aditya Reddy,P00010,Smartwatch,Clothing,KiddoFun,1,124.28,0.1,13.42,2.13,127.4,Debit Card,Returned,Dallas,TX,United States,SELL01447
ORD0012159,07-03-2021,CUST020124,Vikas Reddy,P00039,Graphic Tablet,Home & Kitchen,NexPro,2,558.82,0.05,84.94,4.19,1150.89,Amazon Pay,Returned,Columbus,OH,United States,SELL01102
ORD0012191,11-09-2023,CUST035250,Rohit Singh,P00048,Wireless Charger,Toys & Games,BrightLux,1,8.75,0.05,1,2.59,11.9,Cash on Delivery,Returned,Denver,CO,United States,SELL01386
ORD0012192,08-12-2021,CUST000956,Ritika Mehta,P00026,Sunglasses,Sports & Outdoors,HomeEase,1,374.86,0.15,15.93,4.04,338.6,Credit Card,Returned,San Diego,CA,United States,SELL00483
ORD0012209,21-07-2021,CUST031219,Aarav Patel,P00037,Router,Clothing,UrbanStyle,1,56.87,0,0,12.19,69.06,Debit Card,Returned,Philadelphia,PA,India,SELL01869
ORD0012213,07-06-2020,CUST020326,Sneha Patel,P00035,Desk Plant,Electronics,Apex,2,460.33,0.05,69.97,10.63,955.23,Credit Card,Returned,New York,NY,United States,SELL00243
ORD0012259,08-04-2021,CUST045100,Sahil Verma,P00030,Dress Shirt,Toys & Games,BrightLux,5,140.3,0,0,1.71,703.21,Cash on Delivery,Returned,New York,NY,United States,SELL00399
ORD0012306,09-10-2021,CUST014013,Kabir Sharma,P00015,Instant Pot,Books,FitLife,4,72.74,0,14.55,4.82,310.33,Debit Card,Returned,Los Angeles,CA,United States,SELL01581
ORD0012331,25-06-2024,CUST000092,Kabir Kapoor,P00024,Yoga Mat,Home & Kitchen,FitLife,3,496.16,0.05,254.53,1.3,1669.89,UPI,Returned,San Diego,CA,United States,SELL01562
ORD0012345,31-07-2021,CUST026942,Aarav Singh,P00036,Smart Light Bulb,Books,KiddoFun,1,415.2,0.05,0,6.89,401.33,Amazon Pay,Returned,Phoenix,AZ,United States,SELL00808
ORD0012357,12-03-2023,CUST026010,Sunita Joshi,P00004,USB-C Charger,Electronics,UrbanStyle,4,110.55,0,79.6,4.53,526.33,Credit Card,Returned,Philadelphia,PA,India,SELL01763
ORD0012374,20-09-2020,CUST020935,Sahil Kumar,P00017,Electric Kettle,Sports & Outdoors,CoreTech,2,74.92,0.15,15.28,0.67,143.31,Debit Card,Returned,Indianapolis,IN,United States,SELL00193
ORD0012431,13-03-2020,CUST024735,Neha Reddy,P00017,Electric Kettle,Sports & Outdoors,UrbanStyle,3,65.31,0,9.8,14.95,220.68,Credit Card,Returned,Denver,CO,United States,SELL01934
ORD0012474,20-04-2020,CUST048031,Aman Kapoor,P00046,Car Charger,Books,FitLife,5,387.78,0.15,82.4,2,1732.46,Credit Card,Returned,San Diego,CA,United States,SELL00167
ORD0012516,21-07-2024,CUST041264,Rohit Kapoor,P00037,Router,Toys & Games,BrightLux,2,171.81,0.05,16.32,14.03,356.79,UPI,Returned,Phoenix,AZ,United States,SELL00019
ORD0012532,24-09-2020,CUST011908,Aarav Sharma,P00038,External HDD 2TB,Sports & Outdoors,KiddoFun,1,421.94,0.1,18.99,14.07,412.81,Cash on Delivery,Returned,Washington,DC,United States,SELL00642
ORD0012537,02-10-2024,CUST034691,Pooja Gupta,P00044,Power Bank 20000mAh,Toys & Games,BrightLux,5,372.34,0.1,201.06,11.89,1888.48,Credit Card,Returned,Fort Worth,TX,United States,SELL00885
ORD0012547,03-11-2022,CUST016662,Anjali Gupta,P00046,Car Charger,Home & Kitchen,HomeEase,5,405.64,0.05,154.14,4.17,2085.1,Amazon Pay,Returned,New York,NY,United States,SELL00710
ORD0012575,08-04-2021,CUST047915,Karan Gupta,P00013,Action Camera,Toys & Games,UrbanStyle,2,350.24,0.05,79.85,13.96,759.27,Amazon Pay,Returned,Fort Worth,TX,United States,SELL00164
ORD0012625,13-08-2022,CUST018378,Arjun Sharma,P00026,Sunglasses,Clothing,FitLife,4,478.05,0,152.98,13.74,2078.92,Credit Card,Returned,San Diego,CA,United States,SELL00560
ORD0012860,22-11-2020,CUST021690,Neha Singh,P00006,Gaming Mouse,Clothing,BrightLux,5,111.73,0,44.69,8.55,611.89,Credit Card,Returned,Houston,TX,India,SELL01060
ORD0012880,30-09-2020,CUST033041,Arjun Singh,P00026,Sunglasses,Clothing,BrightLux,4,373.67,0,179.36,3.46,1677.5,Debit Card,Returned,Los Angeles,CA,United Kingdom,SELL00355
ORD0012986,13-09-2023,CUST039253,Aditya Mehta,P00038,External HDD 2TB,Sports & Outdoors,ReadMore,5,323.76,0.1,116.55,14.44,1587.91,Credit Card,Returned,Charlotte,NC,United States,SELL01352
ORD0013011,23-02-2021,CUST021585,Rohit Mehta,P00024,Yoga Mat,Sports & Outdoors,NexPro,2,258.46,0,25.85,8.4,551.17,Net Banking,Returned,Chicago,IL,India,SELL00281
ORD0013034,17-03-2023,CUST026809,Pooja Reddy,P00050,Novel Bestseller,Clothing,HomeEase,4,461.12,0.2,118.05,11.54,1605.17,Debit Card,Returned,Charlotte,NC,United States,SELL00159
ORD0013054,17-06-2024,CUST038547,Pooja Singh,P00039,Graphic Tablet,Home & Kitchen,UrbanStyle,4,577.58,0,115.52,12.12,2437.96,Credit Card,Returned,Charlotte,NC,United States,SELL01518
ORD0013069,28-10-2024,CUST011973,Sahil Kumar,P00022,Water Bottle,Sports & Outdoors,Apex,4,40.3,0.05,18.38,4.89,176.41,Cash on Delivery,Returned,San Jose,CA,United States,SELL00213
ORD0013120,22-12-2023,CUST006366,Sunita Singh,P00047,Memory Card 128GB,Clothing,Zenith,2,525.46,0,0,4.89,1055.81,UPI,Returned,Houston,TX,United States,SELL00098
ORD0013126,04-04-2023,CUST003204,Vikas Kumar,P00023,Cookware Set,Books,FitLife,1,422.37,0.2,27.03,11.27,376.2,Debit Card,Returned,Columbus,OH,United States,SELL01570
ORD0013191,19-07-2021,CUST003202,Vihaan Mehta,P00036,Smart Light Bulb,Toys & Games,BrightLux,5,542.54,0.05,206.17,13.3,2796.54,Debit Card,Returned,Jacksonville,FL,United States,SELL00661
ORD0013214,09-04-2023,CUST014578,Sunita Patel,P00049,Children's Book,Clothing,Apex,3,257.49,0.15,52.53,14.69,723.82,Net Banking,Returned,Los Angeles,CA,Australia,SELL00530
ORD0013226,09-07-2024,CUST045013,Aman Reddy,P00025,Running Shoes,Sports & Outdoors,NexPro,5,501.16,0.2,100.23,5.14,2110.01,UPI,Returned,Phoenix,AZ,Canada,SELL00855
ORD0013276,19-02-2023,CUST047235,Arjun Patel,P00017,Electric Kettle,Home & Kitchen,Apex,2,501.99,0,80.32,1.02,1085.32,Debit Card,Returned,Fort Worth,TX,Canada,SELL01230
ORD0013331,02-07-2024,CUST019134,Vikas Singh,P00021,Backpack,Clothing,NexPro,4,580.82,0.05,0,5.95,2213.07,Debit Card,Returned,Dallas,TX,United States,SELL01578
ORD0013354,18-07-2024,CUST032681,Vihaan Patel,P00035,Desk Plant,Home & Kitchen,HomeEase,2,172.84,0.1,24.89,10.27,346.27,Credit Card,Returned,Phoenix,AZ,United States,SELL01201
